,Name,City,State,PhoneNumber,Rating,Price
3214,Gonzalez Barber Shop,Miami Beach,FL,13053978667.0,3.5,$
3219,Coronet Barber Shop,Miami,FL,13052618011.0,5.0,$
3220,The Spot Barbershop - Coral Way,Miami,FL,17863107085.0,4.5,$$
3221,Well Groomed Gentleman,Coral Gables,FL,17863626360.0,4.5,$$
3225,The Spot Barbershop - Merrick Park,Coral Gables,FL,17864092748.0,5.0,$$
3227,Prestigious Image Barbershop and Spa,Coral Gables,FL,13056408775.0,4.5,$$
3231,Hair By Hisham,Miami,FL,13054610020.0,4.5,$$
3232,RAZZLEDAZZLE Barbershop,Coral Gables,FL,13057740074.0,4.0,$$
3234,The Spot Barbershop - South Miami,Miami,FL,17865028688.0,4.0,$$
3235,Amici Barber Shop,Miami Beach,FL,13056736789.0,4.5,$$
3237,Primos Barber Shop,Miami,FL,13056312646.0,4.0,$$
3239,JC's Barbershop,Miami Beach,FL,17867732191.0,3.5,$$
3253,Brothers Barber Shop,Cooper City,FL,19546808116.0,4.5,$
3254,4Cuts Barbershop,Pembroke Pines,FL,17542633337.0,5.0,$
3255,Conley's Barber Shop,Hollywood,FL,19549669666.0,4.5,$
3256,Champagne's Barber Shop,Pembroke Pines,FL,17547778366.0,5.0,$
3257,N.Y.C. All Starz Barbershop,Fort Lauderdale,FL,19549002288.0,4.0,$
3258,VIP Barber Shop,Davie,FL,19547911661.0,4.0,$
3259,Barber Studio,Davie,FL,19548355013.0,5.0,$
3260,New York's Finest Barber Shop,Davie,FL,19543213344.0,4.0,$
3261,Top Notch Barber Shop,Fort Lauderdale,FL,19547974428.0,4.5,$
3262,VIP Cuts Barbershop,Pembroke Pines,FL,19545895966.0,3.0,$
3263,Legends Barber Shop,Davie,FL,19546806474.0,3.5,$
3264,The Average Joe Barber & Co.,Plantation,FL,17543045414.0,4.0,$
3265,Westgate Barber Shop,Plantation,FL,19545849020.0,4.5,$
3266,Santo's Barber Shop,Hollywood,FL,19549667178.0,4.5,$
3267,Big Tyme Barber Shop,Fort Lauderdale,FL,19544367910.0,1.0,$
3268,Hall of Fame Barber Shop,Plantation,FL,19544743338.0,2.0,$
3269,Klean Kutt Barber Shop,Fort Lauderdale,FL,19545608324.0,5.0,$
3270,3 G's Barber Shop,Hollywood,FL,19548941600.0,3.5,$
3271,Hiz & Herz Sharper Imagez,Hollywood,FL,19549834100.0,5.0,$
3272,The Kausa BarberShop,Hollywood,FL,19542133691.0,4.0,$
3273,Empire Cuts,Cooper City,FL,19548043669.0,4.5,$$
3274,The Edge Barber Shop,Cooper City,FL,19544340537.0,4.0,$$
3275,Gentlemens Cutz Barber Shop,Pembroke Pines,FL,19544420808.0,4.5,$$
3276,World Class Barbering,Cooper City,FL,17548165265.0,4.0,$$
3278,Edmund's Barber Club,Davie,FL,17542063369.0,4.5,$$
3279,The Elite Barbershop,Pembroke Pines,FL,19543675412.0,3.5,$$
3280,His City Barber Shop,Pembroke Pines,FL,19543676688.0,4.5,$$
3281,Dynasty Barbers Barbershop,Davie,FL,19546099029.0,4.0,$$
3282,The Barber Shop,Pembroke Pines,FL,19543095800.0,5.0,$$
3283,The Barber Studio,Pembroke Pines,FL,19543389221.0,5.0,$$
3284,Carl's Old Time Barber Shop in Weston,Weston,FL,19543582107.0,4.0,$$
3285,Royal Parlor,Davie,FL,19548508810.0,5.0,$$
3286,Quality Barbershop,Davie,FL,19543062332.0,4.5,$$
3287,Ben and Johnny's on Point Barber Shop,Sunrise,FL,19543800598.0,4.0,$$
3288,The Comb at Weston,Weston,FL,19545952932.0,4.5,$$
3289,My Barber Shop,Southwest Ranches,FL,19548800500.0,5.0,$$
3290,Carl's Barber Shop in Davie,Davie,FL,19544759277.0,3.5,$$
3291,FUBS,Pembroke Pines,FL,17548889002.0,4.0,$$
3323,Bean Shop,Miami,FL,13052690003.0,4.5,$
3326,Z Top Cut Barber Shop,Miami,FL,13055951002.0,5.0,$
3327,Hair Trends Barber Shop,Miami,FL,13052274247.0,5.0,$
3329,D_luxe Cuts,Miami,FL,17863538900.0,5.0,$
3331,Miami Cuts Barber Shop,Miami,FL,17869857965.0,5.0,$
3332,Al's Barber Styling Shop,Miami,FL,17863870014.0,3.5,$
3334,Goodfellas Barber Shop,Miami,FL,13052548454.0,3.5,$
3346,The Original 24th Street BarberShop,Miami,FL,17862559460.0,4.5,$$
3349,Nicest Barbers Barbershop,Coral Gables,FL,17862037668.0,5.0,$$
3351,RTGT Miami HQ,Miami,FL,13053606155.0,4.5,$$
3352,Homebase Barber Shop,Coral Gables,FL,13054769611.0,4.0,$$
3353,The King Barber Shop,Coral Gables,FL,13054420944.0,4.5,$$
3373,Fade City Barber Shop,Lauderhill,FL,19547489887.0,4.5,$
3377,Vision Clips Barber Salon,Lauderhill,FL,19543682337.0,5.0,$
3380,Sport Clips Haircuts of Coral Springs,Coral Springs,FL,19543458458.0,4.0,$
3382,Shear Edge Cuts,Coral Springs,FL,19549068585.0,1.0,$
3384,Great Clips,Coral Springs,FL,19549068050.0,2.0,$
3385,Havana Cut Barber Shop,North Lauderdale,FL,,1.0,$
3386,Family Affair Haircutters,Margate,FL,19549748390.0,1.0,$
3391,Coral Springs Styling & Barber Shop,Coral Springs,FL,19547524433.0,4.5,$$
3392,New Image Barber Shop,Coral Springs,FL,19542270084.0,5.0,$$
3393,Supremes Barber Lounge,Coral Springs,FL,19546889786.0,5.0,$$
3394,Club Men Barbershop & Spa,Coral Springs,FL,19542550664.0,3.0,$$
3395,New Era Barber Shop,Coral Springs,FL,19548018525.0,4.5,$$
3397,Rockstar Barbershop & Salon,Coral Springs,FL,19547573670.0,4.0,$$
3399,University Barber Shop,Tamarac,FL,17543072444.0,4.5,$$
3400,Val's Studio,Coral Springs,FL,16463203712.0,5.0,$$
3401,Hair Cuttery,Coral Springs,FL,19547578637.0,4.0,$$
3402,Unique Cutz,Margate,FL,19549717511.0,4.5,$$
3404,D'Caballeros Barber Shop,Margate,FL,19549568994.0,5.0,$$
3405,Switch’n styles Barbershop,Margate,FL,19545329416.0,4.0,$$
3434,EC BarberShop,Miami,FL,17862626776.0,3.5,$
3436,Master's Barber,Miami,FL,13052698004.0,4.0,$
3438,The King Barbershop,Miami,FL,13055513800.0,2.0,$
3439,Larry's Barber Shop,Miami,FL,13056672256.0,4.0,$
3440,Hair Expo Hairstyling Unisex,Miami,FL,13052627230.0,3.0,$
3444,Mustache Barbershop South,Doral,FL,17867033545.0,4.5,$$
3450,New York Barber Shop,Miami,FL,13052645588.0,5.0,$$
3453,Grumen Barbershop,Miami,FL,17869534306.0,4.0,$$
3455,American Barbershop,Miami,FL,17863346696.0,3.5,$$
3456,Anthony G. Salon,Miami,FL,13055599234.0,4.5,$$
3459,Men In Mind,South Miami,FL,17867176520.0,3.5,$$
3460,Blade barbershop,Miami,FL,13054853333.0,2.5,$$
3478,Golden Touch,Miami,FL,13053850306.0,4.5,$
3479,J P Barber Shop,Miami,FL,13052517281.0,5.0,$
3480,Miami Barber Shop,Miami,FL,13052329877.0,5.0,$
3481,Cesar Barbershop,Miami,FL,17862866919.0,5.0,$
3482,Prestige Cuts,Miami,FL,17867322928.0,4.0,$
3483,Luxury Cuts,Miami,FL,13056408000.0,4.5,$
3484,Don Figaro Barber Shop,Miami,FL,17867732901.0,4.0,$
3485,Xtreme Cuts,Miami,FL,13053856511.0,4.0,$
3486,Cutting Edge Barbershop,Miami,FL,17863790417.0,4.0,$
3487,Denny's Barber Shop No 2,Miami,FL,17865731682.0,5.0,$
3488,Fades Barber Shop,Miami,FL,13059697575.0,5.0,$$
3489,5 Star Cuts Barbershop,Miami,FL,13053832826.0,4.0,$$
3490,Xclusive Cuts Barbershop,Miami,FL,17864291502.0,4.0,$$
3491,Fade County Barbershop,Miami,FL,13052541058.0,3.5,$$
3492,Hair Cuttery,Miami,FL,13052359340.0,2.0,$$
3506,Gentleman's Choice Barber Shop,Crestview,FL,18506891485.0,4.5,$
3507,Helen's Barber & Style Shop,Crestview,FL,18506828383.0,3.0,$
3508,Craftsman Cut,Crestview,FL,18503981414.0,3.0,$
3509,Cut-Off Barber Shop,Mary Esther,FL,18502433500.0,4.5,$
3510,Bonnie & Bob's Men Cuts,Valparaiso,FL,18503893049.0,4.0,$
3511,Magic Wrist Barber Shop,Fort Walton Beach,FL,,4.0,$
3512,Renagade Barber Shop,Fort Walton Beach,FL,18502004220.0,3.5,$
3513,New York Stylze Barber Shop,Fort Walton Beach,FL,18508642186.0,5.0,$
3514,Infinity Barbershop and Salon,Fort Walton Beach,FL,18504965607.0,4.5,$
3515,P-nut's Barber Shop,Fort Walton Beach,FL,18508627688.0,4.0,$
3516,KJ'S Hot Choppers,Mary Esther,FL,18502004860.0,5.0,$$
3517,Barbery Coast,Destin,FL,18508374065.0,3.5,$$
3518,Supercuts,Crestview,FL,18504231177.0,2.5,$$
3519,Clark's Barber Lounge,Fort Walton Beach,FL,18503626888.0,3.5,$$
3520,Men of Distinction,Navarre,FL,18509395767.0,3.0,$$
3522,Sport Clips Haircuts of Ft. Walton Beach,Fort Walton Beach,FL,18503156871.0,3.5,$$
3523,Eglin AFB Barber Shop,Fort Walton Beach,FL,18506512512.0,1.0,$$
3524,The Corner Barbershop,Panama City,FL,18503193288.0,2.5,$$$$
3525,West Side Barber Shop,Nevada,MO,14176672818.0,5.0,$
3526,GC Miami Barbers - Shave & Grooming Co.,Palmetto Bay,FL,13052345202.0,4.5,$
3527,R & B Barber Shop,Cutler Bay,FL,13052335835.0,4.0,$
3528,The Cut Stop Barbershop,Miami,FL,13052346614.0,4.5,$
3529,USA Barber Shop,Miami,FL,,5.0,$
3530,Gentlemens Quarters,Miami,FL,13059647306.0,4.0,$
3532,Ground Zero Miami Barbershop,Miami,FL,17865478761.0,2.0,$
3533,PabLos Barbershop,Miami,FL,17868385148.0,5.0,$$
3534,Miami Vice Barbershop,Palmetto Bay,FL,17868086688.0,4.5,$$
3535,Fade Factory Barber Shop,Miami,FL,13059692286.0,2.5,$$
3536,Elegant Beauty Supplies Super Center,Miami,FL,13052320295.0,4.0,$$
3552,Big Apple Style Barbershop,Dania Beach,FL,19543940195.0,4.0,$
3553,Florida's Greatest Barbershop,Davie,FL,17544232398.0,4.0,$
3565,Chulo New York Style,Hollywood,FL,19542187200.0,5.0,$
3568,Instyle Cutting,Miami,FL,13057709964.0,5.0,$
3571,Franchise Barbershop,Fort Lauderdale,FL,19545838153.0,3.0,$
3572,Downtown Cuts,Hollywood,FL,19543999372.0,4.5,$$
3573,Gentlemens Quarters,Fort Lauderdale,FL,19544634441.0,4.5,$$
3574,Noblemen's Cut & Shave,Fort Lauderdale,FL,19545147650.0,4.5,$$
3576,Royalty Barber Salon,Fort Lauredale,FL,17544009049.0,4.5,$$
3577,Brooklyn Cutz,Hollywood,FL,19549251677.0,3.5,$$
3578,T and T Barber Shop,Fort Lauderdale,FL,19545330276.0,4.5,$$
3580,T&T Barbershop,Fort Lauderdale,FL,19546352629.0,3.5,$$
3581,Andama Barber Studio,Hollywood,FL,17542011375.0,5.0,$$
3583,Joe's Barber Shop,Fort Lauderdale,FL,19547641960.0,4.0,$$
3584,Las Olas Barbershop,Fort Lauderdale,FL,19544621351.0,4.0,$$
3585,Mentrendz Barbershop,Fort Lauderdale,FL,19549336070.0,4.5,$$
3586,The Spot Barbershop,Fort Lauderdale,FL,19545546917.0,5.0,$$
3588,Tatos’s Barbershop,Hollywood,FL,19543999556.0,4.5,$$
3589,Southland Barber Shop,Fort Lauderdale,FL,19547639212.0,4.0,$$
3590,ManKind Groooming & Services,Fort Lauderdale,FL,19545259209.0,4.0,$$
3613,Last Kings Barbershop,Davie,FL,17542232796.0,2.5,$
3614,Ron's Barber Shop,Fort Lauderdale,FL,19549990365.0,4.5,$
3616,Dick's Service Station,Oakland Park,FL,19543535507.0,4.5,$
3631,Gina's Barber & Salon,Davie,FL,19544744333.0,4.5,$$
3632,Kiko's Barbershop,Plantation,FL,19545776152.0,4.5,$$
3634,Gentlemens Cutz,Davie,FL,19543278878.0,3.5,$$
3635,Buck and Beard,Fort Lauderdale,FL,19543992327.0,4.5,$$
3637,Kache Barbershop & Beauty Salon,Fort Lauderdale,FL,19543840058.0,4.5,$$
3656,Daddy O's,Daytona Beach,FL,13865008643.0,5.0,$
3657,Big Tree Barbershop,South Daytona,FL,13864055980.0,4.5,$
3658,Wicked Cutz Barber Shop,South Daytona,FL,13868723694.0,4.0,$
3659,Main Street Barber Shop,Daytona Beach,FL,13862536249.0,4.0,$
3660,Beachside Barber Shop,Ormond Beach,FL,13862369598.0,4.5,$
3661,Suzannes Barber Shop,Holly Hill,FL,13862381347.0,4.5,$
3662,P & J Barber Shop,Daytona Beach,FL,13867605058.0,3.5,$
3663,Pit Stop,Daytona Beach,FL,13863229121.0,5.0,$
3664,George's Barbershop,South Daytona,FL,13862759678.0,3.5,$
3665,Ridgewood Barber Shop,Daytona Beach,FL,13866733771.0,1.0,$
3666,Don Kight's Barber Shop,Port Orange,FL,13862813319.0,3.0,$
3667,Don's Barber Shop,South Daytona,FL,13867605944.0,3.5,$
3668,Plaza Barber Shop,Port Orange,FL,13867630005.0,3.5,$
3669,Hair Goddess,Ormond Beach,FL,13868722263.0,5.0,$
3670,Homers Barber Shop,South Daytona,FL,13865003949.0,2.0,$
3671,Ron's Place of Barber Styling,Ormond Beach,FL,13866726195.0,2.5,$
3672,Hair Factory & Company,South Daytona,FL,13862565773.0,4.5,$$
3673,Hair Cuttery,Ormond Beach,FL,13866729327.0,4.0,$$
3674,Hair Cuttery,Daytona Beach,FL,13866738075.0,3.5,$$
3675,Hair Stop,New Smyrna Beach,FL,13864272233.0,4.5,$$
3676,Sport Clips Haircuts of Port Orange,Port Orange,FL,13863339774.0,2.5,$$
3685,John's Barber Shop,Deland,FL,13867344040.0,4.5,$
3687,All Star Barber Shop,Deltona,FL,13865322887.0,3.5,$
3690,Bill's Barber Shop,Debary,FL,13866684060.0,4.5,$
3699,Beverly's Hair Cutting,Sanford,FL,14073230535.0,5.0,$
3703,Lake Eustis Barber Shop,Eustis,FL,13524835566.0,3.5,$
3705,RustyRazor Barbershop,DeLand,FL,13869448674.0,5.0,$$
3707,Traditions Barber Shop,Sanford,FL,13215780090.0,5.0,$$
3708,Exclusive Cutz,Deltona,FL,13862594340.0,4.5,$$
3709,City Barber Shop & Salon,New Smyrna Beach,FL,13864284484.0,5.0,$$
3711,In Style Cutz,Deltona,FL,13862151549.0,5.0,$$
3715,Hair Cuttery,Deland,FL,13867385082.0,4.0,$$
3716,Kennedy's All American Barber Club,Lake Mary,FL,14073339411.0,3.5,$$
3721,First Impressions Barbershop,Sanford,FL,14079155607.0,3.5,$$
3740,The Styles Factory,Orange City,FL,13862184990.0,1.0,$
3741,Ground Zero,Sanford,FL,,5.0,$
3755,In and Out Barber Shop,Sanford,FL,13213633996.0,2.0,$$
3756,Sport Clips Haircuts of Sanford,Sanford,FL,14078780835.0,3.5,$$
3757,Hair Cuttery,Sanford,FL,14073028470.0,3.5,$$
3759,Supercuts,Lake Mary,FL,14073224666.0,2.5,$$
3791,Pompano Haircutter,Pompano Beach,FL,,5.0,$
3794,Timeless Cuts,Deerfield Beach,FL,19548992510.0,4.5,$$
3806,Erick's Barber Shop,Pompano Beach,FL,19549437140.0,4.0,$$
3807,Embossd Hair Studio,Deerfield Beach,FL,17542277740.0,4.5,$$
3812,Style Section Barbershop,Pompano Beach,FL,19543663963.0,5.0,$$
3838,Hair Cuttery,Delray Beach,FL,15612788231.0,3.0,$
3847,Barba Hot Shave Bar and Supply,Delray Beach,FL,15613769612.0,3.5,$$
3848,The Mensroom Barbershop Delray,Delray Beach,FL,15612710249.0,3.0,$$
3853,ManCave for Men,Delray Beach,FL,15614294600.0,4.0,$$
3855,Salon Resta Delray,Delray Beach,FL,15612662611.0,4.5,$$
3858,Sport Clips Haircuts of Delray Beach,Delray Beach,FL,15615625085.0,3.5,$$
3862,Primos Precision Grooming,Delray Beach,FL,15618655022.0,2.5,$$
3863,Nova Barbers & Stylists,Delray Beach,FL,15614980240.0,2.5,$$
3922,Lazarito's Barber Shop,Hialeah,FL,13058217671.0,5.0,$
3923,County of Fade,Hialeah,FL,13056037433.0,5.0,$
3924,Nick's Barber Shop,Hialeah,FL,13053566614.0,4.5,$
3925,29St Barber Shop,Hialeah,FL,13056324208.0,5.0,$
3927,Pro Blendz Barbershop,Hialeah,FL,13058281315.0,5.0,$
3928,Fade Lab Barber Shop,Hialeah,FL,18133857293.0,5.0,$
3931,CutsFactory,Miami,FL,17865345891.0,4.0,$
3936,Orly's Barber Shop,Miami,FL,13055541205.0,4.0,$
3938,Barber-O,Miami Springs,FL,13056405201.0,5.0,$
3939,Barber's Co. Shop & Boutique,Hialeah,FL,13056779597.0,5.0,$
3940,The Spot Barbershop - Doral Downtown,Doral,FL,17864822095.0,4.5,$$
3941,Mustache Barbershop,Doral,FL,17865346560.0,4.0,$$
3943,Nestor Cortes Hair Stylist,Doral,FL,13056409884.0,4.5,$$
3944,The Kingz of Doral Barbershop,Doral,FL,13052005558.0,4.0,$$
3947,Sport Clips Haircuts of Doral,Doral,FL,13054709021.0,3.5,$$
3948,The Parlor,Hialeah,FL,13054178746.0,5.0,$$
3949,The Bottom Barbershop II,Miami,FL,13052070231.0,5.0,$$
3951,Hair Cuttery,Doral,FL,13054368053.0,3.5,$$
3952,Happy Hour Barber Shop,Miami,FL,13054800007.0,4.0,$$
3953,In & Out Beauty Lounge,Doral,FL,13054188584.0,3.5,$$
3955,Out of Hand Barbershop,Miami,FL,17862754677.0,5.0,$$
3957,Majestic Barber Shop,Miami,FL,13055597666.0,5.0,$$
3958,Playerz Barber Shop,Miami,FL,13052071628.0,4.5,$$
3995,Brians's Barber Shop,Safety Harbor,FL,17277267663.0,5.0,$
4000,Felixs Hair We Are,Oldsmar,FL,18138552798.0,5.0,$
4001,City Blendz Barbershop,Oldsmar,FL,17276410112.0,3.5,$
4002,Harbor Square Barber Shop,Clearwater,FL,17277969021.0,5.0,$
4015,Sport Clips Haircuts of Oldsmar,Oldsmar,FL,18135103969.0,3.5,$$
4018,Franco's Mvp Barber Shop,Clearwater,FL,17274421412.0,2.5,$$
4019,Intuition Salon and Spa,Clearwater,FL,17274432927.0,3.0,$$
4027,The Five Dollar Barber Shop,Decatur,GA,16785180091.0,3.0,$
4029,Klipper's Barber Shop,Decatur,GA,14042434447.0,5.0,$
4030,Faith Barber Shop,Atlanta,GA,14045860268.0,3.0,$
4032,Barber Shop At South Dekalb Mall,Decatur,GA,,3.0,$
4033,Great Clips,Atlanta,GA,14044771056.0,2.0,$
4037,Cutters Lounge,Atlanta,GA,14042287885.0,5.0,$$
4038,The Shave Barbershop,Atlanta,GA,14045650730.0,4.0,$$
4043,Pure Upscale Hair Studio,Atlanta,GA,14045779494.0,3.5,$$
4047,Graffiti's SWAG,Atlanta,GA,,3.5,$$$
4051,Curltopia,Smyrna,GA,17704345585.0,3.0,$$$
4068,Vinnie's Barber Shop,Naples,FL,12397745535.0,4.5,$$
4069,5th Avenue Barber & Shave Shop,Naples,FL,12392611143.0,4.5,$$
4070,Downtown Naples Barber Shop,Naples,FL,12393318760.0,4.5,$$
4071,J&H Barbershop,Naples,FL,12397325621.0,4.0,$$
4072,Ramones Willy Style 2,Naples,FL,12394658216.0,5.0,$$
4073,M Room Park Shore Plaza,Naples,FL,12393025782.0,4.5,$$
4074,M Room Naples,Naples,FL,12393025782.0,5.0,$$
4075,Fringe Salon,Naples,FL,12396491099.0,5.0,$$
4076,Eddy's Barbershop,Naples,FL,12395295108.0,3.5,$$
4077,Sport Clips Haircuts of Naples Goodlette Corners,Naples,FL,12392622547.0,3.5,$$
4078,Salon Zenergy,Naples,FL,12392622820.0,4.0,$$
4079,Sport Clips Haircuts of NAPLES MARQUESA PLAZA,Naples,FL,12392628841.0,3.0,$$
4096,Kristi's Barber Shop,Pensacola,FL,18504580069.0,3.5,$$
4101,Arriba Salon,Gulf Breeze,FL,18509343541.0,5.0,$$
4103,Clean Cut Barbershop,Seattle,WA,12066217190.0,4.5,$
4104,Scissors Palace,Seattle,WA,12062848582.0,4.0,$
4105,Sports Hair Salon,Seattle,WA,12063231761.0,4.5,$
4106,Bostonian Barber Shop,Seattle,WA,12062861477.0,4.0,$
4107,Tim's Barber Shop,Seattle,WA,12063225651.0,4.0,$
4108,Jess' Barber Shop,Seattle,WA,12065683022.0,4.5,$
4110,Hardware Salon,Seattle,WA,12063295392.0,4.0,$
4112,Fisherman's Terminal Barber Shop,Seattle,WA,12062846477.0,4.5,$
4113,Basic Cut,Seattle,WA,14258790416.0,4.5,$
4114,Lan's Beauty Barber Shop,Seattle,WA,12066824917.0,4.0,$
4116,Scream,Seattle,WA,12068618468.0,4.0,$
4117,Magnolia Village Barber Shop,Seattle,WA,12062829055.0,3.5,$
4118,Kim Hair Salon,Seattle,WA,12063266689.0,4.0,$
4119,Ralph's Hair Place,Seattle,WA,12069328060.0,4.5,$
4120,Classic Barber & Style Shop,Seattle,WA,12069374447.0,4.0,$
4121,Oda Barber Shop,Seattle,WA,12063552531.0,4.5,$
4122,Great Clips,Seattle,WA,12062161956.0,3.5,$
4123,Squire Barber Shop,Seattle,WA,12066227871.0,4.5,$$
4124,Valiant Barber & Supply,Seattle,WA,12069002782.0,5.0,$$
4125,Belltown Barber,Seattle,WA,12064414738.0,4.5,$$
4126,Rudy's Barbershop,Seattle,WA,12064488900.0,3.5,$$
4127,Bishops Cuts/Color,Seattle,WA,12064547977.0,4.0,$$
4128,Stu The Barber at Collage,Seattle,WA,12062099982.0,4.5,$$
4129,Colman Building Barbershop,Seattle,WA,12066221435.0,5.0,$$
4130,Capelli's Gentlemen's Barbershop,Seattle,WA,18446367288.0,4.5,$$
4131,Counterbalance Barber Shop,Seattle,WA,12062843162.0,4.5,$$
4132,Uptown Barber Shop,Seattle,WA,12062857929.0,4.0,$$
4133,Sergio's Barber Shop,Seattle,WA,,4.5,$$
4134,The Scotch Pine Barbershop,Seattle,WA,12065997463.0,5.0,$$
4135,Jax Barber,Seattle,WA,12066419924.0,5.0,$$
4136,Millheads Barbershop,Seattle,WA,12066827079.0,4.5,$$
4137,City Styles Barbershop,Seattle,WA,12064534120.0,5.0,$$
4138,Acme Barbershop,Seattle,WA,12067092263.0,4.0,$$
4139,5th Avenue Barber & Salon,Seattle,WA,12064489602.0,4.0,$$
4140,Simone David Barbershop,Seattle,WA,12069009700.0,4.5,$$
4141,Weldon Barber,Seattle,WA,12064412116.0,4.0,$$
4142,Pioneer Barber Company,Seattle,WA,12066233056.0,4.5,$$
4152,The Collage Salon,Seattle,WA,12064414247.0,4.5,$$$
4153,Gene Juarez Salon & Spa,Seattle,WA,12063266000.0,4.0,$$$
4173,Exclusive Barbers Tampa,Tampa,FL,18138777111.0,5.0,$
4179,Kut It Out Hair Lounge,Tampa,FL,18139925889.0,5.0,$
4180,Jolene's Barber Shop,Tampa,FL,18134658808.0,5.0,$
4182,Empire Barbershop,Tampa,FL,18138982801.0,4.0,$$
4192,The Wexford House,Tampa,FL,18133484161.0,4.5,$$
4193,The Heritage Club Barbershop and Salon,Tampa,FL,18132516000.0,4.0,$$
4198,Artisan's Edge,Tampa,FL,18132237467.0,4.5,$$
4200,The Cambridge Club,Tampa,FL,18136994423.0,4.0,$$
4272,Hair Cuttery,Eustis,FL,13525897994.0,3.0,$
4275,Hair Cuttery,Apopka,FL,14078897550.0,3.0,$
4283,John the Barber,Lady Lake,FL,13522597251.0,4.5,$$
4284,Hair Cuttery,Eustis,FL,13523578580.0,4.0,$$
4292,City Barber Shop,Leesburg,FL,13523651031.0,3.0,$$
4323,Fantastic Sams Hair Salons,Pace,FL,18509940247.0,4.5,$$
4360,Heads Up Barbershop,Miami,FL,13054008607.0,3.0,$$
4381,Double Cuts Barber Shop,Fleming Island,FL,19042154703.0,3.5,$
4382,Orange Park Barber Shop,Middleburg,FL,19042728677.0,4.0,$
4383,Klips & Giggles,Fleming Island,FL,19048199910.0,5.0,$
4385,Gentlemen's Cutts Barbershop,Orange Park,FL,19042152000.0,2.0,$
4386,Lou's Barber Shop,Jacksonville,FL,19042620930.0,2.5,$
4387,Great Clips,Jacksonville,FL,19042606636.0,2.5,$
4388,Great Clips,Jacksonville,FL,19043798862.0,1.0,$
4389,First Class Barbers,Fleming Island,FL,19044491436.0,4.5,$$
4390,Nathan's Tonsorial Parlor,Orange Park,FL,19042760406.0,5.0,$$
4392,King Cuts,Orange Park,FL,19045793364.0,5.0,$$
4394,Style Cutz Barbershop,Orange Park,FL,19043759697.0,5.0,$$
4395,Pams Barber Shop,St Johns,FL,18028399689.0,5.0,$$
4396,Sport Clips Haircuts of Fleming Island,Fleming Island,FL,19045183751.0,3.0,$$
4397,High Profile Barber & Beauty,Orange Park,FL,,5.0,$$
4398,Atomic Beauty & Barber Lounge,Orange Park,FL,19044184516.0,5.0,$$
4399,Hair Cuttery,Jacksonville,FL,19049089930.0,3.5,$$
4400,Sport Clips Haircuts of Orange Park - Bolton Plaza,Orange Park,FL,19043758614.0,3.0,$$
4401,Blue Leaf Salon,Orange Park,FL,19044060917.0,4.5,$$
4402,Sport Clips Haircuts of Jacksonville - Mandarin Oaks,Jacksonville,FL,19045517497.0,3.0,$$
4403,Willow Organic Salon and Day Spa,Jacksonville,FL,19042627222.0,4.0,$$
4409,Joey's Downtown Dapper Barbershop,Vero Beach,FL,17724534946.0,4.0,$
4410,Clipperhandz Barbershop and Salon,Vero Beach,FL,17727748064.0,4.0,$
4411,Tony's Barber Shop,Vero Beach,FL,17725677057.0,4.0,$
4412,43rd Ave Barbers Shop,Vero Beach,FL,17725327180.0,3.0,$
4413,Hair Cuttery,Vero Beach,FL,17727701048.0,4.5,$
4414,Royal Cut Barber Shop,Vero Beach,FL,17727136411.0,4.5,$$
4415,Beach Barber Shop,Vero Beach,FL,17722344707.0,5.0,$$
4416,Bilbur's Barber Spa,Vero Beach,FL,17728347334.0,4.0,$$
4417,Continental Barber Shop,Vero Beach,FL,17722319621.0,4.5,$$
4418,Silver clipper barbershop,Vero Beach,FL,17725010057.0,3.0,$$
4422,American Made Barbershop,Fort Lauderdale,FL,13132316994.0,4.5,$
4424,Jt's Cuts,Fort Lauderdale,FL,19542828149.0,4.0,$
4427,Dudes Barber,Wilton Manors,FL,19544404191.0,4.5,$
4428,Cabaret Barbershop,Oakland Park,FL,19543951922.0,5.0,$
4429,King's Barber Shop,Oakland Park,FL,19543532526.0,4.0,$
4430,"All Star Barber, Inc.",Fort Lauderdale,FL,19547719901.0,3.5,$
4431,"Barbers & Beer, Women & Wine Barbershop",Fort Lauderdale,FL,19544917911.0,3.5,$
4433,Cervini Barber Shop,Fort Lauderdale,FL,19545653133.0,4.5,$
4435,Family Barber Shop,Oakland Park,FL,19544919919.0,5.0,$
4443,Not Your Father's Barbershop,Fort Lauderdale,FL,19544515999.0,5.0,$$
4452,Dennis J's Barbershop,Fort Lauderdale,FL,19549381526.0,4.5,$$
4453,V's Barbershop,Fort Lauderdale,FL,19542331964.0,4.5,$$
4456,Richard's Men's Hair Shop,Wilton Manors,FL,19546301671.0,4.5,$$
4457,Bo's Barber Shop,Fort Lauderdale,FL,19545647383.0,4.5,$$
4458,Calavera Tattoo & Barber Co,Fort Lauderdale,FL,13055193210.0,5.0,$$
4459,Black Star Unisex Salon,Fort Lauderdale,FL,19543160036.0,5.0,$$
4498,Boomz Barber Shop,Fort Myers,FL,12393137436.0,2.0,$$
4501,Tariq castillo,Fort Myers,FL,12393226926.0,5.0,$$
4510,Fredo's Barber Shop,Port St Lucie,FL,17722049995.0,4.5,$
4511,Mike's Barber Shop,Port Saint Lucie,FL,17722375270.0,5.0,$
